"","objectid","id_no","binomial","event_year","legend","kingdom","phylum","class","order","family","genus","category","latitude","longitude","area","threat_level"
"488","1258907",163787,"Mortonagrion appendiculatum",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Mortonagrion","Endangered",-2.855,107.696,"Asia","Threatened"
"489","2256930",163794,"Macrogomphus decemlineatus",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Macrogomphus","Least Concern",-2.752,107.743,"Asia","Least Concern"
"490","2592402",163800,"Coeliccia flavostriata",2015,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","PLATYCNEMIDIDAE","Coeliccia","Least Concern",1.965,109.642,"Asia","Least Concern"
"491","259283",163802,"Amphicnemis platystyla",2012,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Amphicnemis","Near Threatened",-2.152,114.441,"Asia","Near Threatened"
"492","361470",163804,"Vestalis anacolosa",2012,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","CALOPTERYGIDAE","Vestalis","Least Concern",4.69929,117.57293,"Asia","Least Concern"
"493","1191550",163807,"Vestalis luctuosa",2015,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","CALOPTERYGIDAE","Vestalis","Least Concern",-7.60935,111.27515,"Asia","Least Concern"
"494","4166148",163808,"Acrogomphus malayanus",2008,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Acrogomphus","Near Threatened",4.613,101.404,"Asia","Near Threatened"
"495","3018518",163809,"Rhinagrion elopurae",2013,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","PHILOSINIDAE","Rhinagrion","Least Concern",5.26667,117.11667,"Asia","Least Concern"
"496","2655896",163811,"Amphicnemis pandanicola",2012,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Amphicnemis","Vulnerable",-2.213,114.611,"Asia","Threatened"
"497","1280567",163823,"Brachygonia ophelia",2012,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Brachygonia","Endangered",1.61882,111.05844,"Asia","Threatened"
"498","447383",163843,"Hydrobasileus vittatus",2015,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Hydrobasileus","Data Deficient",-0.78825,130.70556,"Oceania","Data Deficient"
"499","1014926",163851,"Lieftinckia lairdi",2005,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","PLATYCNEMIDIDAE","Lieftinckia","Endangered",-9.594389,160.124556,"Oceania","Threatened"
"500","290788",163871,"Hemicordulia australiae",2018,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","CORDULIIDAE","Hemicordulia","Least Concern",-36.681623,149.850515,"Oceania","Least Concern"
"501","4177227",163876,"Rhinocypha liberata",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","CHLOROCYPHIDAE","Rhinocypha","Least Concern",-9.5773,160.1456,"Oceania","Least Concern"
"502","3287629",163884,"Brachydiplax duivenbodei",2003,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Brachydiplax","Least Concern",-10.9,142.333333,"Oceania","Least Concern"
"503","3523883",163885,"Arrhenocnemis amphidactylis",2008,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","PLATYCNEMIDIDAE","Arrhenocnemis","Data Deficient",-4.11667,139.63333,"Oceania","Data Deficient"
"504","428781",163896,"Tapeinothemis boharti",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Tapeinothemis","Near Threatened",-9.5773,160.1456,"Oceania","Near Threatened"
"505","603636",163899,"Brachydiplax denticauda",2015,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Brachydiplax","Least Concern",-29.0381,153.4302,"Oceania","Least Concern"
"506","2426373",163905,"Lieftinckia ramosa",2005,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","PLATYCNEMIDIDAE","Lieftinckia","Data Deficient",-6.696111,156.441194,"Oceania","Data Deficient"
"507","4349222",163911,"Camacinia othello",2011,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Camacinia","Least Concern",-9.416667,142.533333,"Oceania","Least Concern"
"508","942426",163918,"Ceriagrion aeruginosum",2013,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Ceriagrion","Least Concern",-19.354,146.767,"Oceania","Least Concern"
"509","1023098",163944,"Protorthemis woodfordi",2012,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Protorthemis","Least Concern",-9.4482,159.9104,"Oceania","Least Concern"
"510","3829380",163995,"Ceratophyllum muricatum",2016,"Extant & Origin Uncertain (resident)","plants","Tracheophyta (plants)","Magnoliopsida (Plants)","CERATOPHYLLALES","CERATOPHYLLACEAE","Ceratophyllum","Least Concern",42.623024,-112.021455,"America","Least Concern"
"511","3742432",164004,"Cressa cretica",2017,"Extant (resident)","plants","Tracheophyta (plants)","Magnoliopsida (Plants)","SOLANALES","CONVOLVULACEAE","Cressa","Least Concern",36.9504,11.09951,"Africa","Least Concern"
"512","3706668",164059,"Ammannia auriculata",2014,"Extant (resident)","plants","Tracheophyta (plants)","Magnoliopsida (Plants)","MYRTALES","LYTHRACEAE","Ammannia","Least Concern",13.673333,36.956667,"Africa","Least Concern"
"513","3976547",164176,"Sphenoclea zeylanica",2017,"Extant (resident)","plants","Tracheophyta (plants)","Magnoliopsida (Plants)","SOLANALES","SPHENOCLEACEAE","Sphenoclea","Least Concern",-17.682518,46.988081,"Africa","Least Concern"
"514","3977358",164176,"Sphenoclea zeylanica",2018,"Extant (resident)","plants","Tracheophyta (plants)","Magnoliopsida (Plants)","SOLANALES","SPHENOCLEACEAE","Sphenoclea","Least Concern",29.73337,-95.658142,"America","Least Concern"
"515","3977335",164176,"Sphenoclea zeylanica",2018,"Extant (resident)","plants","Tracheophyta (plants)","Magnoliopsida (Plants)","SOLANALES","SPHENOCLEACEAE","Sphenoclea","Least Concern",24.658372,121.821118,"Asia","Least Concern"
"516","3976554",164176,"Sphenoclea zeylanica",2013,"Extant (resident)","plants","Tracheophyta (plants)","Magnoliopsida (Plants)","SOLANALES","SPHENOCLEACEAE","Sphenoclea","Least Concern",-17.541377,141.086263,"Oceania","Least Concern"
"517","3831906",164183,"Coldenia procumbens",2017,"Extant (resident)","plants","Tracheophyta (plants)","Magnoliopsida (Plants)","BORAGINALES","CORDIACEAE","Coldenia","Least Concern",11.477161,1.496103,"Africa","Least Concern"
"518","3831994",164183,"Coldenia procumbens",2018,"Extant (resident)","plants","Tracheophyta (plants)","Magnoliopsida (Plants)","BORAGINALES","CORDIACEAE","Coldenia","Least Concern",23.595498,120.482125,"Asia","Least Concern"
"519","3831629",164183,"Coldenia procumbens",2016,"Extant (resident)","plants","Tracheophyta (plants)","Magnoliopsida (Plants)","BORAGINALES","CORDIACEAE","Coldenia","Least Concern",-17.61415,133.47195,"Oceania","Least Concern"
"520","2573537",164184,"Mentha gattefossei",2019,"Extant (resident)","plants","Tracheophyta (plants)","Magnoliopsida (Plants)","LAMIALES","LAMIACEAE","Mentha","Vulnerable",33.24175941,-5.22321603,"Africa","Threatened"
"521","780179",164250,"Pluchea ovalis",2013,"Extant (resident)","plants","Tracheophyta (plants)","Magnoliopsida (Plants)","ASTERALES","ASTERACEAE","Pluchea","Least Concern",6.3333,1.85,"Africa","Least Concern"
"522","454806",164267,"Convolvulus durandoi",2018,"Extant (resident)","plants","Tracheophyta (plants)","Magnoliopsida (Plants)","SOLANALES","CONVOLVULACEAE","Convolvulus","Near Threatened",36.94528769,7.74736992,"Africa","Near Threatened"
"523","3919908",164311,"Nasturtium officinale",2019,"Extant (resident)","plants","Tracheophyta (plants)","Magnoliopsida (Plants)","BRASSICALES","BRASSICACEAE","Nasturtium","Least Concern",32.910494,35.800427,"Africa","Least Concern"
"524","3959977",164311,"Nasturtium officinale",2019,"Extant & Introduced (resident)","plants","Tracheophyta (plants)","Magnoliopsida (Plants)","BRASSICALES","BRASSICACEAE","Nasturtium","Least Concern",19.368885,-99.736506,"America","Least Concern"
"525","3920337",164311,"Nasturtium officinale",2018,"Extant (resident)","plants","Tracheophyta (plants)","Magnoliopsida (Plants)","BRASSICALES","BRASSICACEAE","Nasturtium","Least Concern",35.551482,139.56947,"Asia","Least Concern"
"526","3888917",164311,"Nasturtium officinale",2018,"Extant (resident)","plants","Tracheophyta (plants)","Magnoliopsida (Plants)","BRASSICALES","BRASSICACEAE","Nasturtium","Least Concern",44.41692,4.12873,"Europe","Least Concern"
"527","3958109",164311,"Nasturtium officinale",2019,"Extant & Introduced (resident)","plants","Tracheophyta (plants)","Magnoliopsida (Plants)","BRASSICALES","BRASSICACEAE","Nasturtium","Least Concern",-43.561509,172.647643,"Oceania","Least Concern"
"528","3706906",164331,"Ammannia senegalensis",2013,"Extant (resident)","plants","Tracheophyta (plants)","Magnoliopsida (Plants)","MYRTALES","LYTHRACEAE","Ammannia","Least Concern",6.35,2.4333,"Africa","Least Concern"
"529","3844136",164420,"Glinus lotoides",2013,"Extant (resident)","plants","Tracheophyta (plants)","Magnoliopsida (Plants)","CARYOPHYLLALES","MOLLUGINACEAE","Glinus","Least Concern",11.8666,3.4,"Africa","Least Concern"
"530","370544",164470,"Salix atrocinerea",2016,"Extant (resident)","plants","Tracheophyta (plants)","Magnoliopsida (Plants)","MALPIGHIALES","SALICACEAE","Salix","Least Concern",37.54133,-8.60381,"Africa","Least Concern"
"531","370589",164470,"Salix atrocinerea",2017,"Extant (resident)","plants","Tracheophyta (plants)","Magnoliopsida (Plants)","MALPIGHIALES","SALICACEAE","Salix","Least Concern",48.3894,-3.88576,"Europe","Least Concern"
"532","3761508",164490,"Laurembergia tetrandra",2016,"Extant (resident)","plants","Tracheophyta (plants)","Magnoliopsida (Plants)","SAXIFRAGALES","HALORAGACEAE","Laurembergia","Least Concern",-2.285,11.33333,"Africa","Least Concern"
"533","333458",164513,"Ambrosia maritima",2016,"Extant & Introduced (resident)","plants","Tracheophyta (plants)","Magnoliopsida (Plants)","ASTERALES","ASTERACEAE","Ambrosia","Least Concern",-25.1892,45.6418,"Africa","Least Concern"
"534","333444",164513,"Ambrosia maritima",2007,"Presence Uncertain","plants","Tracheophyta (plants)","Magnoliopsida (Plants)","ASTERALES","ASTERACEAE","Ambrosia","Least Concern",-16.636111,-48.02,"America","Least Concern"
"535","333459",164513,"Ambrosia maritima",2017,"Extant (resident)","plants","Tracheophyta (plants)","Magnoliopsida (Plants)","ASTERALES","ASTERACEAE","Ambrosia","Least Concern",45.54806,12.77056,"Europe","Least Concern"
"536","4264464",164921,"Stylurus plagiatus",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Stylurus","Least Concern",40.00479889,-75.04720306,"America","Least Concern"
"537","512902",164922,"Octogomphus specularis",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Octogomphus","Least Concern",34.19380188,-118.10199738,"America","Least Concern"
"538","2074698",164923,"Telebasis digiticollis",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Telebasis","Least Concern",26.12479973,-97.77140045,"America","Least Concern"
"539","694878",164925,"Enallagma traviatum",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Enallagma","Least Concern",32.8771019,-97.16960144,"America","Least Concern"
"540","4591478",164926,"Tramea calverti",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Tramea","Least Concern",27.89340019,-99.86889648,"America","Least Concern"
"541","875392",164927,"Enallagma davisi",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Enallagma","Least Concern",34.51789856,-80.22119904,"America","Least Concern"
"542","640541",164930,"Sympetrum madidum",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Sympetrum","Least Concern",45.68889999,-123.93499756,"America","Least Concern"
"543","2096660",164931,"Enallagma doubledayi",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Enallagma","Least Concern",30.43569946,-81.77529907,"America","Least Concern"
"544","4188453",164932,"Enallagma minusculum",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Enallagma","Least Concern",43.73690033,-65.72640228,"America","Least Concern"
"545","957376",164933,"Stylurus scudderi",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Stylurus","Least Concern",41.78509903,-73.74700165,"America","Least Concern"
"546","2052497",164936,"Gomphurus ozarkensis",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Gomphurus","Least Concern",34.81115,-94.12585,"America","Least Concern"
"547","2478711",164939,"Boyeria grafiana",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","AESHNIDAE","Boyeria","Least Concern",43.26530075,-72.86889648,"America","Least Concern"
"548","77339",164940,"Somatochlora franklini",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","CORDULIIDAE","Somatochlora","Least Concern",49.65430069,-96.09179688,"America","Least Concern"
"549","4625087",164943,"Phanogomphus exilis",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Phanogomphus","Least Concern",38.75773,-75.72703,"America","Least Concern"
"550","2903389",164944,"Orthemis ferruginea",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Orthemis","Least Concern",30.79490089,-81.96029663,"America","Least Concern"
"551","4422054",164945,"Aeshna palmata",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","AESHNIDAE","Aeshna","Least Concern",40.38470078,-104.09200287,"America","Least Concern"
"552","820943",164946,"Macromia annulata",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","MACROMIIDAE","Macromia","Least Concern",29.26160049,-103.77700043,"America","Least Concern"
"553","1012734",164947,"Neurocordulia obsoleta",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","CORDULIIDAE","Neurocordulia","Least Concern",30.81830025,-81.93560028,"America","Least Concern"
"554","405971",164949,"Brachymesia gravida",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Brachymesia","Least Concern",27.89340019,-99.86889648,"America","Least Concern"
"555","2449473",164951,"Cordulegaster diadema",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","CORDULEGASTRIDAE","Cordulegaster","Least Concern",37.46319962,-113.19599915,"America","Least Concern"
"556","421230",164953,"Anax longipes",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","AESHNIDAE","Anax","Least Concern",32.66439819,-97.2233963,"America","Least Concern"
"557","1392781",164954,"Brachymesia herbida",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Brachymesia","Least Concern",29.51140022,-100.90799713,"America","Least Concern"
"558","3300914",164955,"Ophiogomphus occidentis",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Ophiogomphus","Least Concern",46.72169876,-122.98200226,"America","Least Concern"
"559","886764",164956,"Aphylla protracta",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","GOMPHIDAE","Aphylla","Least Concern",31.94269943,-110.25900269,"America","Least Concern"
"560","349371",164957,"Coryphaeschna adnexa",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","AESHNIDAE","Coryphaeschna","Least Concern",27.19300079,-80.4552002,"America","Least Concern"
"561","2730055",164958,"Erythemis vesiculosa",2017,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Erythemis","Least Concern",35.16749954,-97.44139862,"America","Least Concern"
"562","2723874",164959,"Celithemis bertha",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","LIBELLULIDAE","Celithemis","Least Concern",34.55960083,-77.49019623,"America","Least Concern"
"563","1309625",164962,"Argia lugens",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Argia","Least Concern",42.11230087,-124.18499756,"America","Least Concern"
"564","3240961",164963,"Enallagma dubium",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Enallagma","Least Concern",36.90259933,-76.19920349,"America","Least Concern"
"565","1336802",164966,"Coenagrion resolutum",2016,"Extant (resident)","animals","Arthropoda (animals)","Insecta (Insects)","ODONATA","COENAGRIONIDAE","Coenagrion","Least Concern",37.33280182,-108.06700134,"America","Least Concern"
